author,length,likes,source,tags,title
    P.G. Wodehouse   ,148,246,humor,"humor,misfortune,sombre-mood","      “Mike nodded. A sombre nod. The nod Napoleon might have given if somebody had met him in 1812 and said, ""So, you're back from Moscow, eh?”  "
    Steven Wright  ,94,246,humor,"fishing,humor",      “There is a fine line between fishing and just standing on the shore like an idiot.”  
    Jim Butcher  ,21,243,humor,"harry-dresden,humor,wit","      “Ack!"" I said."
    Terry Pratchett  ,123,242,humor,humor,"      “Build a man a fire, and he'll be warm for a day. Set a man on fire, and he'll be warm for the rest of his life.”  "
    A.A. Milne  ,131,241,humor,"brain,eeyore,humor,thinking,thoughts,winnie-the-pooh","      “No brain at all, some of them [people], only grey fluff that's blown into their heads by mistake, and they don't Think.”  "
    Cassandra Clare  ,210,237,humor,"charlotte-branwell,henry-branwell,humor,will-herondale","      “Charlotte, darling, Henry said to his wife, who was staring at im in gape-mouthed horror. Jassamine, beside her, was wided eyed. Sorry im late. You know, i think i might nearly have the sensor working- "
    Mark Twain  ,89,235,humor,"class,elitism,humor,redheads",      “When red-headed people are above a certain social grade their hair is auburn.”  
    Rick Riordan  ,255,234,humor,"carter-kane,humor,kane-chronicles","      “Felix believed that the answer to every problem involved penguins; but it wasn't fair to birds, and I was getting tired of teleporting them back home. Somewhere in Antarctica, a whole flock of Magellanic penguins were undergoing psychotherapy.”  "
    George R.R. Martin  ,54,234,humor,"a-song-of-ice-and-fire,a-storm-of-swords,game-of-thrones,humor,humorous-quotes,jaime-lannister,tyrion-lannister","      “Noseless and Handless, the Lannister Boys.”  "
    Rachel Caine  ,101,230,humor,"humor,morganville-vampires","      “What’s your name?' she asked, and surprised herself. But for some reason, she wanted to know."
    Becca Fitzpatrick  ,73,229,humor,humor,      “Go ahead. You're not going to walk in on anyone. I'm home alone.
    Dark Jar Tin Zoo  ,73,37,humor,"bronze,funny,humor,love,medal,silver-medal,value,word-junkies,worth,worthy","      “If I could bronze my love, it’d be worthy of a silver medal. ”  "
    James Patterson   ,101,609,love,love,      “A friend of mine once defined love as finding someone you can talk to late into the night”  
    Nicholas Sparks  ,192,547,love,"love,romance","      “But love, I’ve come to understand, is more than three words mumbled before bedtime. Love is sustained by action, a pattern of devotion in the things we do for each other every day.”  "
    Simone de Beauvoir  ,204,532,love,"freedom-of-choice,heterosexuality,homosexuality,love","      “In itself, homosexuality is as limiting as heterosexuality: the ideal should be to be capable of loving a woman or a man; either, a human being, without feeling fear, restraint, or obligation.”  "
    allen ginsberg  ,47,524,love,"contentment,happiness,love",      “We're all golden sunflowers inside.”  
    Toni Morrison  ,2308,512,love,"god,love","      “Let me tell you about love, that silly word you believe is about whether you like somebody or whether somebody likes you or whether you can put up with somebody in order to get something or someplace you want or you believe it has to do with how your body responds to another body like robins or bison or maybe you believe love is how forces or nature or luck is benign to you in particular not maiming or killing you but if so doing it for your own good. Love is none of that. There is nothing in nature like it. Not in robins or bison or in the banging tails of your hunting dogs and not in blossoms or suckling foal. Love is divine only and difficult always. If you think it is easy you are a fool. If you think it is natural you are blind. It is a learned application without reason or motive except that it is God. You do not deserve love regardless of the suffering you have endured. You do not deserve love because somebody did you wrong. You do not deserve love just because you want it. You can only earn - by practice and careful contemplations - the right to express it and you have to learn how to accept it. Which is to say you have to earn God. You have to practice God. You have to think God-carefully. And if you are a good and diligent student you may secure the right to show love. Love is not a gift. It is a diploma. A diploma conferring certain privileges: the privilege of expressing love and the privilege of receiving it. How do you know you have graduated? You don't. What you do know is that you are human and therefore educable, and therefore capable of learning how to learn, and therefore interesting to God, who is interested only in Himself which is to say He is interested only in love. Do you understand me? God is not interested in you. He is interested in love and the bliss it brings to those who understand and share the interest. Couples that enter the sacrament of marriage and are not prepared to go the distance or are not willing to get right with the real love of God cannot thrive. They may cleave together like robins or gulls or anything else that mates for life. But if they eschew this mighty course, at the moment when all are judged for the disposition of their eternal lives, their cleaving won't mean a thing. God bless the pure and holy. Amen.”  "
    Alan Paton  ,48,504,love,"complaining,love",      “I have always found that actively loving
    Julio Cortázar  ,464,501,love,"amor,life,love","      “Lo que mucha gente llama amar consiste en elegir una mujer y casarse con ella. La eligen, te lo juro, los he visto. Como si se pudiera elegir en el amor, como si no fuera un rayo que te parte los huesos y te deja estaqueado en la mitad del patio. Vos dirás que la eligen porque-la-aman, yo creo que es al vesre. A Beatriz no se la elige, a Julieta no se la elige. Vos no elegís la lluvia que te va a calar hasta los huesos cuando salís de un concierto.”  "
    Wm. Paul Young  ,121,473,love,"love,relationships,respect,submission",      “Submission is not about authority and it is not obedience; it is all about relationships of love and respect.”  
    Patrick Rothfuss  ,440,468,love,"denna,friendship,love","      “I have known her longer, my smile said. True, you have been inside the circle of her arms, tasted her mouth, felt the warmth of her, and that is something I have never had. But there is a part of her that is only for me. You cannot touch it, no matter how hard you might try. And after she has left you I will still be here, making her laugh. My light shining in her. I will still be here long after she has forgotten your name.”  "
    Turcois Ominek  ,99,464,love,"chances,deserve,done,ending,guilty,leaving,letting-go,love,over,sad,truth","      “I'm guilty of giving people more chances than they deserve but when I'm done, I'm done.”  "
    Tiffany Madison  ,199,463,love,"confidence,independence,love,man,modern-society,relationships,women","      “Most men claim to desire driven, independent and confident women. Yet when confronted with such a creature reverence often evolves into resent. For just like women, men need to be needed.”  "
    Sigmund Freud  ,55,460,love,love,      “A woman should soften but not weaken a man.”  
    Kristin Cashore  ,80,459,love,"bad-fathers,death,logic,love","      “It's not reasonable to love people who are only going to die,"" she said."
    Raymond Carver  ,120,452,love,love,      “It ought to make us feel ashamed when we talk like we know what we're talking about when we talk about love.”  
    J.R. Ward  ,92,442,love,"bella,love,lover-awakened,z,zsadist","      “I… What are you saying, Zsadist?"" she stammered, even though she'd heard every word."
    Wally Lamb  ,66,442,love,love,      “Love is like breathing. You take it in and let it out.”  
    Haruki Murakami  ,228,440,love,"love,waiting","      “For a long time, she held a special place in my heart. I kept this special place just for her, like a ""Reserved"" sign on a quiet corner table in a restaurant. Despite the fact that I was sure I'd never see her again.”  "
